,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
210,5,43.04310522702252,1.0,0.7123875954758803,105.08806152385543,1.0,0.4185115334697802,339.0415303670916,10,0.06398448076372343,309.5329149352121,1.5,0.6191657713938027,192.59818327309603,1.0,0.8687244785666733,1.5,4.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,922,708,dikesnet
211,117,198.0160830215263,10,0.7523763662828798,93.75796942046023,1.0,0.4413304572495955,99.23382325727675,10,0.13982671192545393,181.2606601453336,1.5,0.7508256214356471,149.48502051511565,1.5,0.5779996095578985,4.5,2.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,923,708,dikesnet
212,63,239.93359605950818,10,0.6158458945623629,289.252660455052,1.5,0.8357726725972755,110.44406186968826,10,0.516845164077084,227.79199147503985,1.0,0.9490338146013394,119.12013276672361,1.5,0.784709384221574,3.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,924,708,dikesnet
213,22,214.50781393423802,1.0,0.16660731154507546,101.93554367705119,1.0,0.5388548855506149,242.13082103637007,1.5,0.8889350641961301,296.79807247882684,1.0,0.9896239809209394,244.92986574351616,1.5,0.15814155399608332,1.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,925,708,dikesnet
214,104,236.8327133056365,1.0,0.07453965657320394,143.74979193880972,1.0,0.22192651899306293,140.08851174386126,1.5,0.7934427570133206,68.18408466947773,10,0.6923361892202486,171.32579734665896,10,0.3016915212911092,4.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,926,708,dikesnet
215,132,157.0118863624391,1.0,0.0968144774531764,230.9423723979583,1.5,0.2709122550061729,38.839751590988456,1.5,0.427573831610202,254.12062611798393,1.0,0.23676227317053133,296.9077393942728,1.5,0.18366422571143004,1.5,4.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,927,708,dikesnet
216,59,281.4587490603022,10,0.13834905868301306,272.00971029899983,1.5,0.8351796931978468,203.4667511741135,1.0,0.9248770375563773,345.8740284392862,10,0.9259274912669927,140.5697842105551,1.5,0.7276248074255722,3.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,928,708,dikesnet
217,115,294.65271476105113,10,0.8605474211953487,109.44457955721919,1.0,0.2194955160173715,277.3983672295427,1.5,0.19449890008068327,306.85668595148616,1.0,0.6720483092542302,252.80176490935042,1.0,0.7029828412968229,3.5,2.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,929,708,dikesnet
218,18,192.99408647274547,1.0,0.4759955230733761,91.95466978946662,10,0.8375890152118506,79.83748258506193,10,0.6904637095668281,136.44069466871645,1.0,0.10745026751300824,257.3259293856016,1.5,0.00872466410463324,4.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,930,708,dikesnet
219,103,74.55940609309084,10,0.4009771595184094,74.11991655223026,1.5,0.5322062061153289,39.71234548275337,10,0.5784595537218918,88.14174710472432,1.0,0.3706173679290926,88.23671085228888,1.0,0.18883137377244386,4.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,931,708,dikesnet
220,66,214.58955703116254,10,0.7586855244330052,313.01558587432777,10,0.4659742811935855,180.69980225830324,1.5,0.8273100445312666,104.73513676365556,1.5,0.6027712101277957,226.44129801528925,1.0,0.9638375783741087,1.5,4.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,932,708,dikesnet
221,28,134.97909389795717,1.0,0.9705120142706848,42.966482426205204,1.5,0.5321509772950719,186.85924832173197,10,0.7968618243485974,48.971013194071986,1.5,0.62761595943788,337.6412156037035,10,0.9514445067688638,2.5,4.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,933,708,dikesnet
222,105,43.649781692447256,1.0,0.2056123219880468,71.9286527104448,1.0,0.7695724834374529,139.07136856114323,1.0,0.16941534842473172,278.744693290873,10,0.9433080655642526,55.69076327153738,1.5,0.9257716371261426,3.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,934,708,dikesnet
223,22,67.4395101989198,1.5,0.29953000277269526,176.6677622426767,1.5,0.35897722292434453,36.92113217910187,10,0.7456623074644168,49.661425982960345,10,0.016527508814550562,183.0402569078288,1.0,0.4492838863006362,4.5,4.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,935,708,dikesnet
224,106,112.32780923178115,10,0.11551299014215177,164.36135929482842,1.0,0.8907386952280115,347.09966047416066,1.0,0.7050341475165068,172.78499270089958,1.0,0.6874364694068649,300.1095362751213,10,0.3340493821563718,3.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,936,708,dikesnet
225,103,41.32103528510367,1.5,0.5039736590812051,274.54984744141217,1.0,0.6618818340263621,291.8206107102678,1.5,0.062937725049235,272.91697246519857,1.5,0.8211378357529048,254.94766799710024,1.0,0.27958281678713226,3.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,937,708,dikesnet
226,29,170.4012305140833,1.5,0.9168630534370016,343.2112431063622,1.5,0.8910257820436189,244.11870139838513,1.5,0.8144370276731757,177.24171399285026,1.0,0.11511604805732178,103.65925887924038,1.5,0.4079215651793894,3.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,938,708,dikesnet
227,57,49.911918316562094,1.0,0.879999742790017,213.4529617294922,1.5,0.9606602892598145,123.24547825619362,1.0,0.3308285017910606,160.41658956424754,10,0.8448867598346115,43.98712542214113,10,0.4672207259432556,2.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,939,708,dikesnet
228,36,302.5282104708654,1.5,0.7804024844300554,142.20909900462397,1.5,0.6719180956548532,163.10275044213205,1.5,0.20997796451512585,141.15649457796312,10,0.5164522447777035,260.80291009999684,1.0,0.4383866061852746,4.5,3.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,940,708,dikesnet
229,26,129.885229725753,10,0.4440619826442944,321.4523108952679,1.5,0.7095416134311601,73.47790272153514,10,0.8014125529340931,55.417518726184305,1.0,0.8067586997805528,30.5404711282004,1.0,0.9710049456951374,1.5,3.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,941,708,dikesnet
230,90,195.52681499417318,10,0.2641309946546845,118.35356387572378,1.5,0.8955681052271406,74.05965956029019,10,0.4483168665914842,215.07343378960485,10,0.9799230658692584,321.7112531309944,1.5,0.9915948152068733,1.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,942,708,dikesnet
231,34,100.05153876153383,1.0,0.16883367434400542,167.94826718675114,1.5,0.5464544857012399,253.5935546152136,10,0.9185841146789852,259.6004931727598,1.5,0.4439034408799851,78.88859007743409,1.5,0.17680018685886845,1.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,943,708,dikesnet
232,92,308.0692245242092,1.5,0.058364166979013254,198.3681230866082,1.5,0.8633013170657782,297.8468884564644,1.5,0.8968340641578147,155.5710896300513,10,0.10864504843861422,181.22657403910466,1.0,0.7047129903979827,3.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,944,708,dikesnet
233,83,343.3006338526965,1.5,0.6920328865200559,76.67812361738086,1.0,0.4485711973008407,62.013929260789986,10,0.018858289863427413,219.3377208707479,10,0.28121613418913527,334.20313084251086,1.0,0.43596331580299363,3.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,945,708,dikesnet
234,109,113.53964657402258,10,0.0166178140933807,214.6643484185225,10,0.042159372195237466,36.54078365682647,1.0,0.614821235660232,318.0252290060155,1.5,0.5832205489932931,108.07310709964153,10,0.08866176821375915,3.5,4.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,946,708,dikesnet
235,40,266.07955444819135,1.5,0.05283578418317547,131.3605729285189,1.0,0.26725004005152586,202.44888802969183,1.5,0.5704308731290606,118.57604394669913,1.0,0.09478477410112307,261.5811921868202,1.0,0.16685770235077435,2.5,3.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,947,708,dikesnet
236,34,155.91533119258105,1.0,0.3824275783926451,177.05880480291006,1.0,0.15130440013930901,172.36312466910584,1.5,0.08777911840064967,214.7777339423426,1.5,0.9374946173426844,106.70007596486172,10,0.23655030006195144,2.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,948,708,dikesnet
237,103,150.98780441152076,1.5,0.42559951597759094,303.3089026812769,1.0,0.5989209964230408,62.795600520962935,1.5,0.9651972133846399,160.85968119895188,10,0.39472213026597935,68.04709841047163,1.5,0.15810918948456443,2.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,949,708,dikesnet
238,105,96.76510315645238,10,0.35482368510282625,139.06200968659135,10,0.43707969877456565,34.55089585102485,1.5,0.5713961764156044,77.99724720727883,1.5,0.6675341865701082,310.5482460485603,10,0.49535088986596065,2.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,950,708,dikesnet
239,78,242.5147581939304,10,0.5826979168549157,103.28366763648923,10,0.19149856595604386,33.03006114401512,1.5,0.29399530236546756,297.5748001868701,1.5,0.7179898696565292,159.9490115693137,10,0.5578774971707182,1.5,3.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,951,708,dikesnet
240,10,276.9441975690716,10,0.5037522553381342,57.9777013696269,1.5,0.07813069662308725,135.86518566258707,1.0,0.7911478385791081,332.3881862847083,1.0,0.3613839009289149,182.29046032149526,1.5,0.2962362764021458,3.5,4.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,952,708,dikesnet
241,78,264.91607087361444,1.0,0.0062873342970847235,232.4690800892876,1.0,0.5491917600219178,42.520763643140036,1.0,0.4484651154509687,273.65237756385045,10,0.5374020182538277,67.50604440798398,10,0.19029853117006668,3.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,953,708,dikesnet
242,86,34.38379292838903,1.0,0.6673547702087136,307.6280214742794,1.0,0.4255950572470084,308.5625960807498,1.0,0.3081422105008662,63.7548759615818,10,0.38629510321698746,74.14414863166151,1.5,0.7467807395616598,1.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,954,708,dikesnet
243,101,267.1632301237014,10,0.7709840955385361,277.64716338876406,1.5,0.7273535856539848,243.43709555299964,10,0.6164460275754319,172.0774336976383,1.0,0.22642818193939607,110.85578391115043,1.5,0.15464668212222554,4.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,955,708,dikesnet
244,99,278.30995929384676,1.5,0.9881257952253595,70.78664079072706,1.0,0.3910612092878515,141.47148090266774,1.0,0.19198633612389138,319.027932014998,10,0.2772645428444058,176.3219638405255,1.5,0.7615329653201123,2.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,956,708,dikesnet
245,30,229.14329276957818,1.0,0.3312343131588741,51.38809672970872,10,0.14101680136855732,60.07760055437288,1.0,0.3514265300367114,167.76967265882777,1.0,0.5596078321765435,325.5218991471164,1.0,0.5143497842057299,2.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,957,708,dikesnet
246,33,309.73032555686814,10,0.8510875419468725,334.54384431283887,10,0.6145599154116007,81.83004149762095,10,0.6655968990196185,39.79273856328195,1.0,0.07634376270363208,344.387647892804,1.0,0.4631326749106731,4.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,958,708,dikesnet
247,57,324.8637668657919,10,0.0007242097505878453,154.9704966140146,10,0.011539471334122253,173.86209312396767,1.5,0.9422115299880552,146.98279971901744,1.0,0.5931822616443369,102.96703579524231,10,0.7497943691714372,2.5,2.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,959,708,dikesnet
248,108,289.4630533806663,10,0.12132330919119094,250.97473225789486,10,0.6035258759948893,119.36386266256332,1.0,0.02850992976153288,92.92109794019972,1.0,0.5390534874924198,256.6113791218013,10,0.38449073387683586,4.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,960,708,dikesnet
249,107,306.44137816620275,10,0.007335710626605874,278.84216216198183,1.5,0.14816018582118384,248.61866699187598,10,0.3896214636846381,308.689984281928,10,0.45098052416465495,241.72950050824485,1.0,0.6624991876838868,2.5,1.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,961,708,dikesnet
250,45,183.57951344646023,1.5,0.21683463764433952,204.2825613918853,10,0.494302299727972,265.904570569396,1.0,0.3785551939681788,325.0385385340732,1.5,0.0207458715736607,31.621611111278014,1.0,0.7920688781762159,3.5,1.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,962,708,dikesnet
251,28,245.65665986078278,1.5,0.43336223260774376,284.4298748878493,1.5,0.5838257095389345,320.6747336331886,1.5,0.06987364467966639,294.76009320585797,1.0,0.05562618803545072,188.42770832756963,1.5,0.48903174950785366,1.5,4.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,963,708,dikesnet
252,122,174.04718025735977,1.5,0.06520645917449719,274.14523675042335,10,0.8493320545053331,318.05968204617466,10,0.45114515960769497,262.68399585918195,10,0.9728771063833196,270.2315881729997,1.0,0.9438656223704092,1.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,964,708,dikesnet
253,87,335.75248329321937,1.5,0.855249051128399,339.4187570057931,1.0,0.5248068441939329,67.57750630808907,10,0.5741172716570244,34.18010968017448,10,0.8770803505757232,319.09267180443885,1.0,0.9144441165129298,3.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,965,708,dikesnet
254,44,46.5118362990394,10,0.7989835862458572,54.170993199855,10,0.9758049089876745,47.75513397430011,10,0.6212029958587485,282.46401776332874,1.5,0.21294243744741648,305.7897186714393,1.5,0.10887733961615453,2.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,966,708,dikesnet
255,93,106.81737017739042,1.0,0.2751081345998022,295.7514499444411,10,0.5231267989956451,238.8122526293717,10,0.6996112406583773,185.72887861041073,1.5,0.34027995616319395,67.50512197515746,1.0,0.48424607927740726,1.5,3.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,967,708,dikesnet
256,3,46.05209343649893,1.5,0.11775808348705252,51.25465676403216,1.0,0.2973879693726633,120.22841026600013,10,0.614881555366133,337.5733651648687,1.5,0.5194216694033,131.2853100676389,1.0,0.5471841573210401,3.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,968,708,dikesnet
257,43,344.3323993193219,1.0,0.5065366048480088,181.27926945842097,1.0,0.8400944498412113,38.52640021658008,1.0,0.15526540005441958,127.46775507243032,1.0,0.7238184251792853,288.9490210547493,1.0,0.533960238526617,2.5,2.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,969,708,dikesnet
258,22,222.7842976220954,10,0.7214988322338735,157.59841692524387,1.5,0.7452243633586881,229.29926462937377,1.0,0.18736938878763443,128.49336379477253,10,0.8758285417674962,319.83090808095517,1.5,0.3214277196575115,3.5,4.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,970,708,dikesnet
259,64,284.3816122175545,1.5,0.2889992132267437,198.49671843626612,1.0,0.91933170188624,250.5321891025268,1.0,0.6588894214961492,189.73354781633253,1.5,0.882584457375013,291.1544504787019,1.5,0.14366162405826788,4.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,971,708,dikesnet
260,86,174.71203912652493,1.0,0.6761721918000236,119.43272650998463,1.5,0.17128371962820144,288.22134281022676,1.0,0.3654698398618639,157.29738306275226,1.0,0.7962412413878096,275.82425355656596,10,0.2985398626091744,3.5,4.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,972,708,dikesnet
261,1,271.46700764296116,1.5,0.8056627182159289,210.81787285024808,1.5,0.5185523169515518,95.92119469641013,1.0,0.23442975239589325,210.5507986023434,1.0,0.2757142315730351,158.15565014501942,1.5,0.11639148817867795,4.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,973,708,dikesnet
262,39,334.80168477794064,10,0.8869071427753887,320.91360684162714,1.5,0.09834290185900163,213.20890839743743,10,0.9364256803978463,152.3816238886873,10,0.2781726489654953,117.74623446176918,1.5,0.29326162658841914,1.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,974,708,dikesnet
263,85,94.4224526931018,10,0.410491682798086,138.5699834688509,10,0.2806910373744701,256.9911041113153,1.5,0.7053403495452041,335.10367046969077,1.0,0.8061918308530285,254.7285917530614,10,0.7140753563051991,2.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,975,708,dikesnet
264,55,115.62993823355676,1.5,0.6257543765583624,35.81855166393819,10,0.43821823318632835,185.56656984688388,10,0.5513680299165681,46.02433751204746,1.0,0.44542032748149996,304.0990932269054,1.5,0.3439774949274401,1.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,976,708,dikesnet
265,118,239.77107443595443,1.5,0.7249447128621148,107.58950560513107,10,0.870936003234652,298.8137719228573,1.5,0.6479054825158859,125.97463919948517,10,0.6876812587098734,97.6014415536059,1.0,0.1360052622371698,1.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,977,708,dikesnet
266,119,55.0391319574754,10,0.78533809514358,207.76543338833795,10,0.00461031781534238,144.72153958685996,1.5,0.5235745474348176,310.31817829954053,10,0.30587072813868066,270.32604467879435,1.5,0.30977938390963666,1.5,2.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,978,708,dikesnet
267,118,178.91914753575793,1.0,0.23097696509752474,202.32561027035877,1.5,0.5336228520970739,325.00326392568843,10,0.4210768119366767,74.80561468318463,1.5,0.1603883501119615,58.13496700976781,1.5,0.3981883208783188,4.5,1.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,979,708,dikesnet
268,131,266.18214892970036,1.5,0.23067154009906576,176.10646847153544,1.5,0.40805434988305045,190.33342968425995,10,0.6058572363267531,91.51498798384611,1.5,0.18760378529360322,78.43741098513874,10,0.0838202123054742,4.5,2.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,980,708,dikesnet
269,83,102.34653503368352,10,0.749840809171288,241.9385736532664,1.5,0.45489122157228457,148.95360192995653,1.0,0.7627922286294841,244.67444408413672,1.5,0.016959693008379073,147.3547518780361,10,0.023510153162700442,2.5,2.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,981,708,dikesnet
270,42,56.10925695766671,1.0,0.32280672538653277,182.9593399955033,1.0,0.2725336165253771,312.4347737610542,1.5,0.3977482224081835,280.4143203397623,1.0,0.7267946528163345,53.74806508799054,1.5,0.9246431919303222,4.5,1.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,982,708,dikesnet
271,116,72.4301932815279,1.0,0.7478261222054484,122.20362339794072,10,0.12483081666150642,132.03852109800752,1.0,0.42644357604592587,265.01474169976365,1.0,0.49527016396903933,303.43114550856325,1.0,0.1567159433498383,4.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,983,708,dikesnet
272,55,132.37535211524352,1.5,0.7629028649911017,230.07263343723127,1.5,0.06852494417020716,331.8297832145415,1.5,0.27603414178913355,230.86377134758231,1.5,0.7189656205448133,318.1976911490606,10,0.5314297263090628,4.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,984,708,dikesnet
273,77,234.26477132396175,1.0,0.46248876289883345,108.76917277837357,1.0,0.7193260678607553,201.93707964288535,10,0.298587781388576,191.8107723592147,1.0,0.1860724795305314,102.42204684372048,1.5,0.3293684319162794,1.5,1.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,985,708,dikesnet
274,90,348.29336887353077,1.0,0.0875785519205956,74.7300399536762,1.5,0.8851382211711594,287.02380375277795,10,0.9107257319095451,154.83637522454143,1.0,0.06278693011751657,298.0692807608643,1.0,0.37228728848083203,2.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,986,708,dikesnet
275,126,239.93249072376915,10,0.3175750029765698,98.67448497480339,1.0,0.6931398128111242,211.97494810560048,1.5,0.9297309776703465,92.01849134468358,10,0.5487933712872541,197.24723838657485,1.5,0.8925860767387392,3.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,987,708,dikesnet
276,30,325.05007531358643,1.0,0.37893589649507264,242.98957234558458,1.5,0.30897174199470834,136.74985286029911,10,0.8556525991548921,322.1919127120872,10,0.578102677453678,343.41965096447956,10,0.15156466993281914,2.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,988,708,dikesnet
277,38,168.19812521742423,1.5,0.7775391041463534,131.5489569307096,1.0,0.8676259179751802,253.67093441417208,1.5,0.7229856422665648,197.92100623812394,10,0.6799540648777881,288.51231118306475,10,0.11142748741292607,4.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,989,708,dikesnet
278,104,34.491953110703015,10,0.28269396546822023,93.41705235127272,1.5,0.5491557488259201,262.8422307318265,10,0.9553709985311242,59.349344481182484,1.5,0.7266031696581354,87.68577934834798,10,0.9080261324215696,1.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,990,708,dikesnet
279,38,231.6068986481605,10,0.4266452031249435,320.09842212490105,1.0,0.7213773970143793,224.45437574789847,10,0.8547737571486829,265.1827236747672,10,0.3180900388275325,128.63536093704963,10,0.661412477643444,1.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,991,708,dikesnet
280,28,256.89493695100936,10,0.2851946754952852,252.5774065834654,1.0,0.5357996332523803,177.40253196641558,10,0.19294036707308282,339.31255303007663,1.5,0.09942516026138604,235.39281928963993,1.0,0.05327618594707795,4.5,3.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,992,708,dikesnet
